Timestamp,Sender_ID,Receiver_ID,Amount,Location,Device_ID,Transaction_Type,Fraud_Label,Rolling_Count_1h,Time_Delta,Rapid_Transaction,Avg_Amount,Max_Amount,Min_Amount,Location_Change,Unique_Devices,Send_Money_Ratio,Hour_of_Day
2025-02-24 11:12:31,25478380421,25474297095,7240,Kisumu,e2f16ab0-292d-4453-b64d-fb5ff95df04b,Withdraw,0,1.0,0.0,1,7240.0,7240,7240,True,1,0.0,11
2025-03-11 20:33:01,25478437886,254774182933,4961,Nairobi,9590ca7f-6da0-4e81-8484-0c67b4e1d31a,Send Money,0,1.0,0.0,1,4961.0,4961,4961,True,1,1.0,20
2025-03-29 05:10:00,25478505946,254759098278,2753,Mombasa,8747c962-f520-4ef0-9348-1c73b31d7351,Send Money,0,1.0,0.0,1,2753.0,2753,2753,True,1,1.0,5
2025-01-31 16:13:42,25478641534,25475663083,8982,Mombasa,93fc79a5-7b4f-4ac1-98af-a50f6b0c1337,Send Money,0,1.0,0.0,1,8982.0,8982,8982,True,1,1.0,16
2025-02-18 10:18:30,25478657876,254753047098,9233,Nairobi,ae19790c-7502-40a6-a7b8-61c8b98e792f,Withdraw,0,1.0,0.0,1,9233.0,9233,9233,True,1,0.0,10
2025-03-29 19:17:00,25478748996,254745031936,4236,Kisumu,6d3858b5-fbc7-4dc6-8fb5-bc58a92ad659,Send Money,0,1.0,0.0,1,4236.0,4236,4236,True,1,1.0,19
2025-02-11 22:43:47,25479230427,254797829162,8103,Eldoret,e69a0e1e-cfca-4ec0-b754-e6e054379347,Pay Bill,0,1.0,0.0,1,8103.0,8103,8103,True,1,0.0,22
2025-02-22 12:43:42,25479238132,254770318541,7559,Eldoret,37709785-a804-4bf3-8a6d-08fd8de45a34,Buy Goods,0,1.0,0.0,1,7559.0,7559,7559,True,1,0.0,12
2025-01-29 19:59:40,25479296574,254741658072,5172,Nairobi,ec78d033-e4e1-469b-b198-3be517bdeb03,Send Money,0,1.0,0.0,1,5172.0,5172,5172,True,1,1.0,19
2025-02-14 18:47:35,25479422468,254747103459,9039,Mombasa,71f83cdf-1968-4aed-ac5b-8934a6f45bbb,Pay Bill,0,1.0,0.0,1,9039.0,9039,9039,True,1,0.0,18
2025-02-27 23:47:46,25479468700,254757605234,4380,Kisumu,90a61515-af4b-4db9-85b7-f9a2d5dbf518,Buy Goods,0,1.0,0.0,1,4380.0,4380,4380,True,1,0.0,23
2025-03-28 08:20:00,25479523753,254740333596,6596,Kisumu,5c22069e-9b6a-4989-8c5d-ffaf22fef7eb,Send Money,0,1.0,0.0,1,6596.0,6596,6596,True,1,1.0,8
2025-01-28 10:19:33,25479666884,25471504119,8483,Kisumu,07b99383-97d3-4088-9eb1-d0fb59c39b57,Send Money,0,1.0,0.0,1,8483.0,8483,8483,True,1,1.0,10
2025-03-28 07:39:00,25479731698,25472041467,685,Kisumu,8fb294a0-d5cd-4a73-89f5-da2e4e8d7519,Send Money,0,1.0,0.0,1,685.0,685,685,True,1,1.0,7
2025-02-09 08:55:53,25479890910,254775852018,9924,Mombasa,a73a79dc-fc1a-435b-be43-f9ea75649958,Send Money,0,1.0,0.0,1,9924.0,9924,9924,True,1,1.0,8
2025-01-22 15:58:43,25479903126,254766619213,8439,Nairobi,31eb46c3-4ee7-4b0a-880d-ae93c34d2455,Send Money,0,1.0,0.0,1,8439.0,8439,8439,True,1,1.0,15
2025-01-25 02:13:26,254710018923,254761753271,6027,Mombasa,d8528ea8-1ad9-43fb-8202-978e03a57733,Send Money,0,1.0,0.0,1,6027.0,6027,6027,True,1,1.0,2
2025-03-28 23:15:00,254710218521,254719567254,9254,Nairobi,0270c4a9-f149-4ed7-8112-d29f309e2fd6,Send Money,0,1.0,0.0,1,9254.0,9254,9254,True,1,1.0,23
2025-01-21 22:56:37,254710278840,254732493841,8223,Nairobi,76cf83d1-0ce1-4110-bcf1-5c84d23a5077,Send Money,0,1.0,0.0,1,8223.0,8223,8223,True,1,1.0,22
2025-02-18 00:28:56,254710324837,254784701882,7380,Mombasa,ffea439b-e87d-49ba-94ae-3fce49470c20,Withdraw,0,1.0,0.0,1,7380.0,7380,7380,True,1,0.0,0
2025-02-27 19:02:30,254710377708,254764778452,5969,Nakuru,7445ae58-dd41-45bd-82f6-b80aaa81b834,Buy Goods,0,1.0,0.0,1,5969.0,5969,5969,True,1,0.0,19
2025-01-20 10:14:07,254710534459,254763668332,4904,Eldoret,6e3bff21-4e1c-4672-8508-a2e95adfd2c3,Send Money,0,1.0,0.0,1,4904.0,4904,4904,True,1,1.0,10
2025-01-21 17:04:03,254710546320,254730859513,5458,Eldoret,de12cdb1-2436-408f-8838-9182ba440131,Send Money,0,1.0,0.0,1,5458.0,5458,5458,True,1,1.0,17
2025-02-11 10:07:20,254710615391,254757673369,4859,Kisumu,45efeb67-ef56-473d-a190-3bd60efcf9e6,Pay Bill,0,1.0,0.0,1,4859.0,4859,4859,True,1,0.0,10
2025-02-06 08:01:48,254710643409,254745623886,2919,Nairobi,c68bfee2-f853-412f-9b6f-c27cbe1da561,Pay Bill,0,1.0,0.0,1,2919.0,2919,2919,True,1,0.0,8
2025-03-29 22:12:00,254710719626,25473824587,6664,Mombasa,19e3524a-648b-4925-9133-52307e35a1f8,Send Money,0,1.0,0.0,1,6664.0,6664,6664,True,1,1.0,22
2025-01-25 02:27:21,254710728731,254774506033,2981,Eldoret,2e9a75a3-42ce-4f02-84c5-e854d31b68a5,Send Money,0,1.0,0.0,1,2981.0,2981,2981,True,1,1.0,2
2025-03-08 16:42:00,254711112004,25475472899,5272,Kisumu,6b7ddee9-68c6-4857-bbe1-17d7bdab0ff9,Buy Goods,0,1.0,0.0,1,5272.0,5272,5272,True,1,0.0,16
2025-02-17 16:37:24,254711140409,254766591685,6038,Nakuru,7b3265f8-78de-4e02-99b5-aa9bd9faf645,Buy Goods,0,1.0,0.0,1,6038.0,6038,6038,True,1,0.0,16
2025-02-15 09:16:39,254711415942,254767899509,5174,Nairobi,49232406-b1ac-41c2-a9cf-fcb36269ea50,Pay Bill,0,1.0,0.0,1,5174.0,5174,5174,True,1,0.0,9
2025-03-07 20:29:26,254711503674,254715650628,721,Nakuru,14f9511c-a4f5-48cf-a997-c6e5e7c257a1,Buy Goods,0,1.0,0.0,1,721.0,721,721,True,1,0.0,20
2025-02-02 04:13:48,254712029904,254740508388,6240,Kisumu,3131e323-413d-4223-8716-d37f173b93e8,Send Money,0,1.0,0.0,1,6240.0,6240,6240,True,1,1.0,4
2025-02-07 01:43:38,254712105233,254764428519,9571,Kisumu,55287d79-dbb9-485c-b883-6649730307a6,Withdraw,0,1.0,0.0,1,9571.0,9571,9571,True,1,0.0,1
2025-01-31 13:53:23,254712296389,254713295587,1903,Nakuru,07d9990c-4e21-465b-a39a-69acf1b67c4a,Send Money,0,1.0,0.0,1,1903.0,1903,1903,True,1,1.0,13
2025-02-14 20:42:06,254712430827,254711304855,7855,Mombasa,577d9f50-b1bf-4a97-8293-3c66e2d8a581,Buy Goods,0,1.0,0.0,1,7855.0,7855,7855,True,1,0.0,20
2025-02-07 22:14:26,254712620269,25478977274,9494,Nairobi,02f10c99-de90-46a2-bb90-1226737a62d7,Send Money,0,1.0,0.0,1,9494.0,9494,9494,True,1,1.0,22
2025-03-28 03:46:00,254712766475,254776941234,1045,Nairobi,8dca4986-b269-4158-adb8-faf886388a04,Send Money,0,1.0,0.0,1,1045.0,1045,1045,True,1,1.0,3
2025-03-29 00:50:00,254712893120,25479942765,2864,Mombasa,6c2f34b4-7881-413b-8636-acf3f5a64a21,Send Money,0,1.0,0.0,1,2864.0,2864,2864,True,1,1.0,0
2025-02-04 03:56:29,254713000240,254738698337,2794,Kisumu,5ee69965-79ef-4b5b-95d6-e4a39deecc6d,Buy Goods,0,1.0,0.0,1,2794.0,2794,2794,True,1,0.0,3
2025-03-28 18:30:00,254713061432,254763071670,2098,Eldoret,cadca1b7-305b-4a76-b14a-6aba6d5818a8,Send Money,0,1.0,0.0,1,2098.0,2098,2098,True,1,1.0,18
2025-02-22 02:13:13,254713139603,25473933777,1737,Eldoret,55d715a7-847e-4ca1-95e7-b6e460587453,Withdraw,0,1.0,0.0,1,1737.0,1737,1737,True,1,0.0,2
2025-03-29 04:13:00,254713497636,254741227417,9196,Nairobi,abd4bb2a-af01-4a52-acb0-21e955243453,Send Money,0,1.0,0.0,1,9196.0,9196,9196,True,1,1.0,4
2025-03-28 22:57:00,254713503304,254754868161,8037,Nakuru,b0e0b9c7-af24-423c-be53-efbd0a1f8451,Send Money,0,1.0,0.0,1,8037.0,8037,8037,True,1,1.0,22
2025-03-04 05:19:49,254713547992,25479787195,913,Kisumu,50bfd3ab-d3ea-4e46-89ee-287254a7cf82,Buy Goods,0,1.0,0.0,1,913.0,913,913,True,1,0.0,5
2025-01-23 02:11:36,254713846281,254740239806,9008,Nakuru,bb1be837-abd4-4d70-862f-7d76ee58b13c,Send Money,0,1.0,0.0,1,9008.0,9008,9008,True,1,1.0,2
2025-01-28 05:54:03,254713927596,254740797914,2941,Eldoret,410d177f-bb90-446f-9771-ddd0fb388fe7,Send Money,0,1.0,0.0,1,2941.0,2941,2941,True,1,1.0,5
2025-03-28 02:33:00,254713927842,25476958703,414,Nakuru,37a39184-dfb4-45c9-b7f2-254d5732eb37,Send Money,0,1.0,0.0,1,414.0,414,414,True,1,1.0,2
2025-03-29 10:08:00,254714084540,254765101171,6869,Eldoret,9f944525-6190-48e5-8867-fff4616ac7bf,Send Money,0,1.0,0.0,1,6869.0,6869,6869,True,1,1.0,10
2025-01-28 10:47:35,254714291636,254770093491,6781,Eldoret,5e5925a5-95fa-4ec8-b818-1e924832b039,Send Money,0,1.0,0.0,1,6781.0,6781,6781,True,1,1.0,10
2025-03-28 04:45:00,254714351490,254792103081,5290,Eldoret,98c81e20-edfb-4316-a413-bee44c3d9399,Send Money,0,1.0,0.0,1,5290.0,5290,5290,True,1,1.0,4
2025-03-06 13:51:10,254714403002,254720773138,7679,Eldoret,9d3c3926-f452-4994-a8f6-f953f8e02d1d,Pay Bill,0,1.0,0.0,1,7679.0,7679,7679,True,1,0.0,13
2025-03-08 15:04:25,254714573523,254731913824,5227,Mombasa,0067d131-2751-4f90-a9cf-3d746d477647,Buy Goods,0,1.0,0.0,1,5227.0,5227,5227,True,1,0.0,15
2025-02-25 20:40:27,254714712980,254716591547,9114,Eldoret,b337c1b2-c574-4ff4-bef9-d2b466f259a2,Pay Bill,0,1.0,0.0,1,9114.0,9114,9114,True,1,0.0,20
2025-03-28 21:23:00,254714881696,254772056256,1341,Mombasa,0f5189eb-bda0-4eea-8122-c266967e400a,Send Money,0,1.0,0.0,1,1341.0,1341,1341,True,1,1.0,21
